afstemningid,sagstrinid,kommentar,afstemningstypeid,dato,sagstrintypeid,sagid,sagstypeid,sag_nummer,sag_titel,sag_titelkort,sag_resume
9393,247630,,1,2023-11-30 00:00:00,17,96029,3,L 33,"Forslag til lov om ændring af lov om MitID og NemLog-in. (Ret til anvendelse af MitID-løsningen og NemLog-in til autentifikation i interne it-systemer og mulighed for tilslutning til MitID-løsningen for juridiske enheder, som er registreret i et andet EU-/EØS-land).",Om anvendelse af MitID og NemLog-in til autentifikation m.v.,"Lovforslaget skal sikre overensstemmelse med EU-retten, så juridiske enheder fra et andet EU-/EØS-land kan anvende MitID-løsningen, hvis de er registreret i et register svarende til Det Centrale Virksomhedsregister. Derudover tydeliggør lovforslaget, at MitID og NemLog-in kan bruges til at give adgang til interne systemer. 

Lovforslaget indeholder erhvervsrettet lovgivning, og regeringen har på den baggrund anmodet om, at forslaget så vidt muligt vedtages senest 4 uger før ikrafttrædelsen den 1. januar 2024."
9394,247604,,1,2023-11-30 00:00:00,17,96027,3,L 35,Forslag til lov om ændring af lov om videregående uddannelse (videreuddannelsessystemet) for voksne. (Ændring af ordning for certificering af uddannelseselementer som led i en offentlig lederuddannelse på diplomniveau).,Om ændring af ordning for certificering af uddannelseselementer som led i en offentlig lederuddannelse på diplomniveau.,"Med lovforslaget nedlægges certificeringsrådet, der træffer afgørelse om certificering af moduler i offentlig ledelse på diplomniveau, på baggrund af indstilling fra et fagligt ekspertudvalg. I stedet delegeres beslutningskompetencen angående certificering til uddannelses- og forskningsministeren. Afgørelse om certificering skal træffes på grundlag af en ekstern kvalitetssikringsvurdering. Det vil derudover blive muligt at certificere hele offentlige lederuddannelser på diplomniveau, frem for udelukkende at kunne certificere uddannelsernes delmoduler.

Loven vil træde i kraft den 1. januar 2024.
"
9395,247744,,1,2023-11-30 00:00:00,17,96038,3,L 15,Forslag til lov om ændring af taxiloven. (Mulighed for at undtage visse øer fra lovens anvendelsesområde).,Om mulighed for at undtage visse øer fra taxilovens anvendelsesområde.,"Forslaget giver mulighed for at fritage danske øer med få indbyggere for reglerne for taxikørsel, hvis den pågældende kommune ønsker det. Forslaget gør det samtidig muligt, at privatpersoner får mulighed for at transportere andre personer mod betaling på de øer, der undtages fra taxilovens regler.

"
9396,247718,,1,2023-11-30 00:00:00,17,96036,3,L 16,"Forslag til lov om ændring af lov om private fællesveje, lov om letbane på Ring 3 og lov om anlæg af en ny Storstrømsbro og nedrivning af den eksisterende Storstrømsbro. (Etablering af en tilladelsesordning for ledninger, kabler og tilbehør i private fællesveje på landet og tilpasning af visse anlægslove til VVM-direktivet og naturbeskyttelsesdirektiverne).","Om etablering af en tilladelsesordning for ledninger, kabler og tilbehør i private fællesveje på landet og tilpasning af visse anlægslove til VVM-direktivet og naturbeskyttelsesdirektiverne.","Med forslaget kan ledningsejere anmode kommunalbestyrelser om tilladelse til at placere ledninger, kabler og tilbehør ved private fællesveje på landet, på samme måde som det har været muligt ved private fællesveje i bymæssige områder. Hidtil har placering af ledninger, kabler og tilbehør på landet sket efter aftale mellem de respektive ledningsejere og arealejere.

Forslaget udmønter initiativet om bedre gravearbejde på private fællesveje, der indgår i aftalen ”En markedsbaseret og teknologineutral telepolitik” fra 2021 mellem den daværende regering (Socialdemokratiet,) og Venstre, Dansk Folkeparti, Socialistisk Folkeparti, Radikale Venstre, Enhedslisten, Konservative Folkeparti, Liberal Alliance og Alternativet.

Derudover tilføjer forslaget straffehjemler til lov om letbane på Ring 3 og lov om anlæg af en ny Storstrømsbro og nedrivningen af den eksisterende Storstrømsbro, så de er i overensstemmelse med kravet i VVM-direktivets artikel 10 a om passende sanktioner.
"
9397,247705,,1,2023-11-30 00:00:00,17,96035,3,L 17,"Forslag til lov om udbygning af motorvej E20/E45 ved Kolding, anlæg af Kalundborgmotorvejens tredje etape og udbygning af rute 15, Ringkøbing-Herning.","Om udbygning af motorvej E20/E45 ved Kolding, anlæg af Kalundborgmotorvejens tredje etape og udbygning af rute 15, Ringkøbing-Herning.","Forslaget skaber lovgrundlag for, at transportministeren kan igangsætte tre vejprojekter. Det drejer sig om udbygning af motorvej E20/45 ved Kolding, anlæg af Kalundborgmotorvejens 3. etape og udbygning af rute 15 mellem Ringkøbing og Herning. 

Derudover får ministeren også bemyndigelse til at anlægge og omlægge lokale veje og stier i forbindelse med de ovenstående projekter. Desuden etablerer man en støjisoleringspulje til facadeisolering for særligt støjramte boliger.

Projekterne er alle en del af Infrastrukturaftalen 2035 mellem den daværende regering (Socialdemokratiet), Venstre, Dansk Folkeparti, Socialistisk Folkeparti, Radikale Venstre, Det Konservative Folkeparti, Liberal Alliance og Kristendemokraterne.
"
9398,247692,,1,2023-11-30 00:00:00,17,96034,3,L 18,Forslag til lov om ændring af færdselsloven. (Forsøg med dobbelttrailervogntog).,Om forsøg med dobbelttrailervogntog.,"
Forslaget gør det muligt at udføre forsøgsordning med dobbelttrailervogntog, som kan have en vis positiv klimamæssig konsekvens, da den samme mængde gods kan transporteres på færre lastbiler. Forsøgsordningen vil i første omgang være mellem Aarhus og Høje-Taastrup. Derudover får transportministeren en udvidet bemyndigelse til at igangsætte forsøg med lange vogntog med et til flere påhængskøretøjer. 

Forsøgsordningen er en del af Infrastrukturplan 2035 mellem den daværende regering (Socialdemokratiet), Venstre, Dansk Folkeparti, Socialistisk Folkeparti, Radikale Venstre, Det Konservative Folkeparti, Liberal Alliance og Kristendemokraterne. 
"
9399,247731,,1,2023-11-30 00:00:00,17,96037,3,L 19,"Forslag til lov om rammerne for arealanvendelsen i Københavns Lufthavn, Kastrup.","Om  rammerne for arealanvendelsen i Københavns Lufthavn, Kastrup.","Forslaget gør de nuværende arealanvendelsesbegrænsninger for udbygningen af Københavns Lufthavn mere fleksible, så Københavns Lufthavne A/S i højere grad kan tilpasse arealanvendelsen i takt med udviklingen. Københavns Lufthavne A/S bliver forpligtet til at bevare tværbanen, for at sikre en fortsat høj regularitet i lufthavnen, men det vil på sigt være muligt at ændre den nuværende tværbane.

Lovforslaget er en udmøntning af aftalen ”Gode rammer for udvikling af Københavns Lufthavn”, der blev indgået den 20. december 2021 mellem den daværende regering (Socialdemokratiet), Venstre, Dansk Folkeparti, Det Konservative Folkeparti og Liberal Alliance.


"
9400,247656,,1,2023-11-30 00:00:00,17,96031,3,L 20,"Forslag til lov om ændring af lov om luftfart. (Luftfartøjers adgang til luftfart inden for dansk område, delegation til private af visse opgaver på droneområdet og ændring af rammerne for Havarikommissionen for Civil Luftfart og Jernbanes undersøgelser m.v.).",Om luftfartøjers adgang til luftfart inden for dansk område m.v.,"Forslaget fjerner krav om særlig tilladelse luftfartøjer, der anvendes i ikke-kommercielt øjemed, og bringer derved luftfartsloven i overensstemmelse med EU-rettens fælles regler om civil luftfart. Forslaget gør det også muligt, at private organisationer og virksomheder kan varetage opgaver på droneområdet. 

Derudover udvider forslaget Havarikommissionens undersøgelsespligt til at omfatte undersøgelser af alle havarier, hvor der opstår fatal eller alvorlig tilskadekomst. 
"
9401,247643,,1,2023-11-30 00:00:00,17,96030,3,L 21,Forslag til lov om ændring af lov om trafikselskaber. (10-årige rutekørselstilladelser til nulemissionsbusser).,Om 10-årige rutekørselstilladelser til nulemissionsbusser.,"Forslaget skal gøre det mere attraktivt at investere i nulemissionsbusser ved at fordoble gyldighedsperioden for tilladelser til rutekørsel fra 5 år til 10 år, hvis tilladelsen udstedes til nulemissionsbusser.  "
9402,247679,,1,2023-11-30 00:00:00,17,96033,3,L 22,"Forslag til lov om ændring af postloven, lov om Post Danmark A/S og lov om Det Centrale Personregister. (Rammer for den fremtidige postbefordring).",Om rammer for den fremtidige postbefordring.,"Forslaget ophæver transportministerens pligt til at udpege en postvirksomhed til at varetage landsdækkende befordringspligt. Postbefordringen varetages fremover af markedet.
Dog skal staten gennemføre udbud og indgå kontrakt på følgende tre områder: 1) omdeling af gratis forsendelser til blinde, 2) udlandspost og 3) postbetjening af mindre øsamfund.

Derudover ændrer forslaget bestemmelser i postloven om bl.a. placering af brevkasser på ejendomme i landzoner og fritidsområder, reglerne for modtagerdatabaser, vedligehold af postnummersystemet og udstedelse af frimærker. 

Forslaget tilpasser også bestemmelserne om Trafikstyrelsens tilsyn og opkrævning af gebyrer, så de afspejler styrelsens ændrede tilsynsforpligtelse fra 1. januar 2024. 

Forslaget er en udmøntning af Aftale om rammerne for den fremtidige indretning af postsektoren fra 1. januar 2024 fra 2023 mellem regeringen (Socialdemokratiet, Venstre og Moderaterne) og Liberal Alliance, Det Konservative Folkeparti, Radikale Venstre, Alternativet og Nye Borgerlige.



"
9403,248958,,1,2023-11-30 00:00:00,17,96357,3,L 54,"Forslag til lov om ændring af lov om Arbejdsmarkedets Tillægspension og forskellige andre love. (Fælles opkrævning af arbejdsgiverbidrag, udvidet bemyndigelse til at fastsætte regler om modregningsadgang, nationale særregler for behandling af personoplysninger m.v.).",Om en forenkling af opkrævning af ATP-bidrag m.v.,"Med lovforslaget kan ATP-bidrag fremover opkræves fælles med andre arbejdsgiverbidrag i opkrævningsløsningen Samlet Betaling. Derudover fastsættes modregningsadgang mellem ind- og udbetalinger for en række ordninger. Med lovforslaget udvides beskæftigelsesministerens beføjelser til også at kunne fastsætte regler om modregning mellem ordninger i forbindelse med fælles opkrævning. 

Det foreslås videre at indføre nationale særregler for behandling af personoplysninger, der vil skulle sikre udsendelse af færre oplysningsbreve. Dette forudsætter en undtagelse fra databeskyttelsesforordningen. 

Derudover gives Udbetaling Danmark hjemmel til at pålægge juridiske personer et gebyr ved afsendelse af erindringsskrivelser samt mulighed for at tillægge rentekrav ved for sen betaling af ydelser. Sluttelig foreslås det at tilpasse Finanstilsynets bemyndigelse til at fastsætte nærmere regler vedrørende ATP’s årsrapport. 

Loven forventes at træde i kraft den 1. januar 2024.
"
9404,248095,,1,2023-11-30 00:00:00,17,96048,3,L 27,Forslag til lov om behandlings- og specialundervisningstilbud til børn og unge.,Om  behandlings- og specialundervisningstilbud til børn og unge.,"Lovforslaget udmønter dele af en aftale mellem Socialdemokratiet, Venstre, Socialistisk Folkeparti, Radikale Venstre, Enhedslisten, Det Konservative Folkeparti, Dansk Folkeparti, Liberal Alliance, Frie Grønne, Alternativet og Kristendemokraterne om at styrke undervisningen for anbragte og udsatte børn og unge af 16. marts 2022. Moderaterne har efterfølgende tiltrådt aftalen.

Lovforslaget vedrører bl.a., at beliggenhedskommunen skal have et samlet myndighedsansvar for behandlings- og specialundervisningstilbud, og bestemmelser om, at der for både offentlige og private behandlings- og specialundervisningstilbud skal indgås en kvalitetsaftale med beliggenhedskommunen, der både omfatter undervisningstilbuddet og den del af tilbuddet, der giver indsatser efter lov om social service og barnets lov.

Det foreslås, at loven træder i kraft den 1. januar 2024."
9405,248056,,1,2023-11-30 00:00:00,17,96045,3,L 28,"Forslag til lov om ændring af lov om folkeskolen, barnets lov, lov om socialtilsyn og forskellige andre love. (Styrkelse af undervisningen for anbragte og udsatte børn og unge m.v.).",Om styrkelse af undervisningen for anbragte og udsatte børn og unge m.v.,"Lovforslaget udmønter dele af en aftale mellem Socialdemokratiet, Venstre, Socialistisk Folkeparti, Radikale Venstre, Enhedslisten, Det Konservative Folkeparti, Dansk Folkeparti, Liberal Alliance, Frie Grønne, Alternativet og Kristendemokraterne om at styrke undervisningen for anbragte og udsatte børn og unge af 16. marts 2022. Moderaterne har efterfølgende tiltrådt aftalen.

Lovforslaget vedrører bl.a. den del af aftalen, som handler om reguleringen af specialundervisningens rammer i det, der hidtil har været kendt som anbringelsessteder, men som foreslås at skifte navn til børne- og ungehjem, i folkeskoleloven, og specialundervisningens rammer i det, der hidtil har været kendt som dagbehandlingstilbud, men som foreslås at skifte navn til behandlings- og specialundervisningstilbud.

Det foreslås, at loven træder i kraft den 1. januar 2024."
9406,248004,,1,2023-11-30 00:00:00,17,67758,3,L 30,Forslag til lov om ændring af dagtilbudsloven. (Bedre mulighed for udsat skolestart).,Om bedre mulighed for udsat skolestart.,"Med lovforslaget får børn bedre mulighed for at få udsat skolestarten med ét år, og de økonomiske rammer sikres for, at flere børn kan starte senere i skole.

Lovforslaget følger oprindelig af ""Aftale om finansloven for 2022"" af 6. december 2021 mellem den daværende regering (Socialdemokratiet), Socialistisk Folkeparti, Radikale Venstre, Enhedslisten, Alternativet og Kristendemokraterne.

Det foreslås, at loven træder i kraft den 1. januar 2024.
"
9407,247991,,1,2023-11-30 00:00:00,17,67757,3,L 31,Forslag til lov om ændring af lov om folkeskolen. (Sænkelse af klasseloftet i børnehaveklassen og på 1. og 2. klassetrin).,Om sænkelse af klasseloftet i børnehaveklassen og på 1. og 2. klassetrin.,"Med forslaget sænkes klasseloftet i folkeskolen til 26 elever i 0.-2. klasse fra skoleåret 2024/25.

Forslaget udmønter en aftale, som den daværende regering (Socialdemokratiet) indgik den 28. september 2022 med Venstre, Socialistisk Folkeparti, Radikale Venstre, Det Konservative Folkeparti, Dansk Folkeparti og Liberal Alliance om at sænke klasseloftet i folkeskolen til 26 elever i 0.-2. klasse fra skoleåret 2023/24."
9408,248069,,1,2023-11-30 00:00:00,17,96046,3,L 32,"Forslag til lov om ændring af lov om Arbejdsgivernes Uddannelsesbidrag og lov om erhvervsuddannelser. (Justering af fleksibelt uddannelsesbidrag og aktivitetsafhængigt veu-bidrag for 2024, fastsættelse af modelparametre for erhvervsuddannelser til brug for beregning af lærepladsafhængigt arbejdsgiverbidrag for 2024, afskaffelse af færdiggørelsestaxameter på grundforløbet m.v.).",Om justering af fleksibelt uddannelsesbidrag og aktivitetsafhængigt veu-bidrag for 2024 m.v.,"Forslaget skal bl.a. sikre en række årligt tilbagevendende justeringer, som er forudsat i lovgivningen og i forskellige trepartsaftaler på erhvervsuddannelsesområdet. Konkret skal forslaget fastsætte det fleksible uddannelsesbidrag og det aktivitetsafhængige veu-bidrag, fastsætte modelparametre i det lærepladsafhængige AUB-bidrag for 2024 og afskaffe færdiggørelsestaxameteret på grundforløbet som led i omlægningen af tilskud til erhvervsskolerne.

Det foreslås, at loven træder i kraft den 1. januar 2024."
9434,247835,,1,2023-12-07 00:00:00,17,67751,3,L 5,Forslag til lov om en ekstraskat for visse koncernenheder (minimumsbeskatningsloven).,Om en ekstraskat for visse koncernenheder. ,"Lovforslaget har til formål at implementere et EU-direktiv om sikring af en global minimumsskattesats for multinationale koncerner og store nationale koncerner i Unionen (Rådets direktiv (EU) 2022/2523 af 15. december 2022) i en ny hovedlov – minimumsbeskatningsloven. 

EU-direktivet indebærer, at der skal indføres et system med to sammenhængende regler. Dette skal konkret ske, ved at der skal indføres en regel om indkomstmedregning (IIR – Income Inclusion Rule) og en regel om underbeskattet overskud (UTPR – Undertaxed Profit Rule). I tilknytning til reglen om indkomstmedregning indeholder direktivet en bestemmelse om en indenlandsk ekstraskat (QDTT – qualified domestic top-up tax).

Med lovforslaget foreslås det at indføre regler om beregning og opkrævning af en ekstraskat for koncernenheder, der indgår i en stor koncern, og som i de jurisdiktioner, hvor koncernen har aktiviteter, effektivt beskattes med en skattesats under 15 pct. I forslaget indgår en regel om såkaldt substansbaseret indkomstudelukkelse, så der alene vil ske beskatning af den indkomst, der overstiger et rutineafkast af de materielle aktiver og lønomkostningerne i jurisdiktionen. Det foreslås endvidere, at lovforslaget skal omfatte koncernenheder, der er en del af en multinational koncern eller national koncern, og som i 2 af de seneste 4  regnskabsår før det aktuelle år har haft en omsætning på mindst 750 mio. euro. 

Det foreslås, at loven træder i kraft den 31. december 2023 med virkning for regnskabsår, der påbegyndes den 31. december 2023 eller senere.  
"
9436,247952,,1,2023-12-07 00:00:00,17,67755,3,L 40,"Forslag til lov om ændring af udlændingeloven, lov om midlertidig opholdstilladelse til personer, der er fordrevet fra Ukraine, og hjemrejseloven. (Styrkelse af udlændingemyndighedernes og politiets værktøjer til kontrol af udlændinges indrejse og ophold i Danmark).",Om styrkelse af udlændingemyndighedernes og politiets værktøjer til kontrol af udlændinges indrejse og ophold i Danmark.,"Forslaget er et samleforslag, som har til formål at gennemføre en række ændringer i udlændingeloven, hjemrejseloven og forskellige andre love med henblik på styrket kontrol på udlændingeområdet. 

Forslaget indebærer, at den såkaldte ”10-årsregel” for personer med midlertidige såvel som tidsubegrænset (permanent) opholdstilladelse ophæves, således at en opholdstilladelse til en udlænding med ophold på baggrund af asyl kan inddrages, hvis den pågældende rejser til sit hjemland på bl.a. ferie uanset varigheden af ens ophold i Danmark. 

Forslaget indebærer også, at der indføres tydelig hjemmel til, at udlændingemyndigheder i forbindelse med asylsager kan indhente oplysninger fra øvrige udlændingesager, ligesom udlændingemyndighedernes mulighed for at pålægge en udlænding at give personligt møde og fremstille sin rejselegitimation udvides. 

Forslaget indeholder ydermere en række ændringer i Ukraine-særloven, hvorefter personer omfattet af særloven i indkvarteringssystemet sidestilles med øvrige persongrupper med hensyn til muligheden for at pålægge ”motivationsfremmende foranstaltninger”, herunder fratagelse af kontante ydelser pga. voldelig adfærd på et asylcenter. Derudover indebærer forslaget en justering til bopælskravet for personkredsen omfattet af særloven.    

Dertil lægges der i forslaget op til, at der genindføres hjemmel til, at politiet kan udsende tredjelandsborgere, der er indrejst fra Tyskland eller et nordisk land uden at inddrage udlændingemyndighederne. 

Forslaget indebærer desuden, at revisionsbestemmelsen i reglerne for transportøransvar (befordringspligt) ved de indre Schengengrænser ophæves. Dertil indebærer forslaget, at der som konsekvens af en dom fra EU-domstolen i udlændingeloven fastsættes særlige processuelle regler for domstolenes behandling af visse afslag på et Schengenvisum. Endvidere gennemføres der en række ændringer til udlændingeloven som følge af ETIAS-, EES- og interoperabilitetsforordningerne som led i Danmarks deltagelse i Schengensamarbejdet.

Det forslås, at loven træder i kraft den 1. januar 2024. Visse elementer vil dog træde i kraft efter kundgørelse i Lovtidende eller efter udlændinge- og integrationsministerens bekendtgørelse. 
"
9437,248108,,1,2023-12-07 00:00:00,17,96049,3,L 23,Forslag til lov om ændring af lov om arbejdsskadesikring og forskellige andre love. (Et forbedret arbejdsskadesystem og lettere adgang til erstatning i forbindelse med vold på arbejdspladsen).,Om et forbedret arbejdsskadesystem og lettere adgang til erstatning i forbindelse med vold på arbejdspladsen.,"Lovforslaget udmønter ""Aftale om et forbedret arbejdsskadesystem"" fra september 2022 indgået af den daværende regering (S), Venstre, Socialistisk Folkeparti, Radikale Venstre, Det Konservative Folkeparti, Danmarksdemokraterne, Dansk Folkeparti, Nye Borgerlige, Liberal Alliance og Alternativet. Forslaget har således til formål at realisere aftalens intentioner om at styrke det danske arbejdsskadesystem, herunder at forbedre tilskadekomnes tilknytning til arbejdsmarkedet, bl.a. gennem en ny uddannelsesgodtgørelse, forbedre sagsbehandlingstiderne, øge erstatningsniveauet og indføre en voldsskadeforsikringsordning for omsorgspersonale. Loven etablerer også automatisk en forsørgertabserstatning til børn og unge.

Det foreslås, at dele af loven træder i kraft 1. januar 2024, mens andre dele af loven forventes at træde i kraft hhv. 1. juli 2024 og 1. januar 2025.
"
9438,249224,,1,2023-12-07 00:00:00,17,96449,3,L 67,"Forslag til lov om ændring af lov om arbejdsmiljø, lov om
arbejdsskadesikring og udlændingeloven. (Udmøntning af dele af aftale om en fremtidssikret arbejdsmiljøindsats og indsats mod social dumping, aftale om initiativer på asbestområdet og anbefalinger fra det midlertidige AMO-udvalg m.v.).",Om udmøntning af dele af aftale om fremtidssikret arbejdsmiljøindsats og indsats mod social dumping og aftale om initiativer på asbestområdet m.v.,"Med lovforslaget foretages der en række ændringer i arbejdsmiljøloven. Bl.a. udmønter lovforslaget ""Aftale om en fremtidssikret arbejdsmiljøindsats og indsats mod social dumping"", som regeringen (Socialdemokratiet, Venstre og Moderaterne) og Folketingets partier indgik i marts 2023. 

Lovforslaget udmønter desuden en del af aftalen mellem regeringen (Socialdemokratiet) og Venstre, Socialistisk Folkeparti, Radikale Venstre, Enhedslisten, Det Konservative Folkeparti, Dansk Folkeparti, Nye Borgerlige, Liberal Alliance, Frie Grønne, Alternativet og Kristendemokraterne om initiativer på asbestområdet fra maj 2022. 

Dertil foretages en række ændringer i arbejdsmiljøloven som følge af dele af anbefalingerne fra det midlertidige AMO-udvalg, der blev nedsat som følge af ""Aftale om en ny og forbedret arbejdsmiljøindsats og ordnede forhold på arbejdsmarkedet"" indgået mellem regeringen (Venstre, Liberal Alliance og Det Konservative Folkeparti), Socialdemokratiet, Dansk Folkeparti, Alternativet, Radikale Venstre og Socialistisk Folkeparti i april 2019. 

Afslutningsvis gennemføres der med lovforslaget ændringer af arbejdsskadesikringsloven, for så vidt angår Arbejdstilsynets adgang til oplysninger i indkomstregisteret. 

En del af loven forventes at træde i kraft 1den . februar 2024, mens andre dele træder i kraft senere som følge af ministerens bemyndigelse til at fastsætte tidspunkt for ikrafttrædelse. 
"
9439,249250,,1,2023-12-07 00:00:00,17,96451,3,L 69,Forslag til lov om ændring af lov om ferie og lov om forvaltning og administration af tilgodehavende feriemidler. (Genindførelse af bagatelgrænser for udbetaling af uhævede feriepenge m.v.).,Om genindførelse af bagatelgrænser for udbetaling af uhævede feriepenge m.v.,"Formålet med lovforslaget er at nedbringe summen af uhævede feriepenge ved at genindføre den tidligere ferielovs bagateludbetalingsregler tilpasset reglerne om samtidighedsferie og ved at foretage en række tekniske præciseringer og justeringer. 

Derudover sikrer lovforslaget, at arbejdsgivere ikke længere årligt skal bekræfte, at ikkeforfaldne tilgodehavende feriemidler beholdes i virksomheden, og der fastsættes regler om indekseringen af tilgodehavende feriemidler, herunder om behandlingen af klager om indeksering og renter af tilgodehavende feriemidler.

Det foreslås, at loven træder i kraft den 31. december 2023.
"
9440,251020,,1,2023-12-07 00:00:00,17,96960,3,L 63 A,Forslag til lov om ændring af lov om frikommunenetværk. (Forlængelse af udvalgte forsøgsmuligheder m.v. i frikommuneforsøg II).,Om forlængelse af udvalgte forsøgsmuligheder m.v. i frikommuneforsøg II.,
9441,251024,,1,2023-12-07 00:00:00,17,96959,3,L 63 B,Forslag til lov om ændring af barnets lov og lov om Arbejdsmarkedets Tillægspension. (Rettelse af fejl i regler om underretningspligten og satser m.v. i barnets lov og ændring af visse bemyndigelsesbestemmelser i lov om Arbejdsmarkedets Tillægspension).,Om rettelse af fejl i regler om underretningspligten og satser m.v. i barnets lov og ændring af visse bemyndigelsesbestemmelser i lov om Arbejdsmarkedets Tillægspension.,
9442,247617,,1,2023-12-07 00:00:00,17,96028,3,L 34,Forslag til lov om ændring af lov om ændring af SU-loven. (Forlængelse af midlertidig suspension af SU-godkendelse af hele uddannelser i visse lande).,Om forlængelse af midlertidig suspension af SU-godkendelse af hele uddannelser i visse lande.,Loven forlænger den midlertidige suspension af su til hele uddannelser i Rusland og Belarus i lyset af de russiske væbnede styrkers militære invasion af Ukraine. Forlængelsen træder i kraft den 1. januar 2024.
9443,248043,,1,2023-12-07 00:00:00,17,67763,3,L 11,Forslag til lov om ændring af lov om erstatning fra staten til ofre for forbrydelser. (Retskrav på erstatning og godtgørelse til ofre for terrorhandlinger begået i udlandet).,Om retskrav på erstatning og godtgørelse til ofre for terrorhandlinger begået i udlandet.,"Forslaget går ud på at indføre et retskrav på erstatning til ofre for terror eller terrorlignende handlinger begået i udlandet. Forslaget skal skabe klarhed over og sikkerhed for, at ofre for terrorhandlinger begået i udlandet eller pårørende hertil har adgang til erstatning og godtgørelse i Danmark. 

Lovforslaget følger op på beslutningsforslag nr. B 167 fra folketingsåret 2021-22 om retskrav på erstatning til ofre for en terrorhandling begået i udlandet, som blev vedtaget af et bredt flertal af Folketinget den 7. juni 2022.

Det foreslås, at loven træder i kraft den 1. januar 2024. 
"
9444,247926,,1,2023-12-07 00:00:00,17,67764,3,L 12,Forslag til lov om ændring af lov om fuldbyrdelse af straf m.v. (Afskæring af voldtægtsdømte personers mulighed for at afsone med fodlænke).,Om afskæring af voldtægtsdømte personers mulighed for at afsone med fodlænke.,"Forslaget går ud på at afskære voldtægtsdømte personers mulighed for at afsone på egen bopæl med fodlænke.

Forslaget foreslås på baggrund af regeringens politiske grundlag fra december 2022  »Ansvar for Danmark«.

Det foreslås, at loven træder i kraft den 1. januar 2024.
"
9445,248573,,1,2023-12-07 00:00:00,17,96201,3,L 51,"Forslag til lov om ændring af selskabsloven, lov om skifte af dødsboer, værgemålsloven, retsplejeloven og forskellige andre love. (Digital behandling af tvangsopløsningssager og dødsboskiftesager, øget antal byretsdommere, anerkendelse af juridiske eksamener fra Det Forenede Kongerige Storbritannien og Nordirland, terminaladgang til indkomstregisteret for Familieretshuset i værgemålssager m.v.).",Om digital behandling af tvangsopløsningssager og dødsboskiftesager m.v.,"Forslaget går ud på at gennemføre ændringer af selskabsloven, lov om skifte af dødsboer, værgemålsloven, retsplejeloven og forskellige andre love. Ændringerne skal blandt andet muliggøre digital behandling af tvangsopløsningssager og dødsboskiftesager samt øge antallet af byretsdommere.

Det foreslås, at loven træder i kraft den 1. januar 2024. 
"
9448,248691,,1,2023-12-07 00:00:00,17,96255,3,L 65,Forslag til lov om ændring af straffeloven. (Forbud mod utilbørlig behandling af skrifter med væsentlig religiøs betydning for et anerkendt trossamfund).,Om forbud mod utilbørlig behandling af skrifter med væsentlig religiøs betydning for et anerkendt trossamfund.,"Det foreslås, at der indføres en bestemmelse i straffelovens § 110 e, stk. 2, som gør det strafbart offentligt eller med forsæt til udbredelse i en videre kreds at behandle et skrift med væsentlig religiøs betydning for et trossamfund eller en genstand, der fremstår som en sådan, utilbørligt. Samtidig undtages § 110 e fra bestemmelsen i § 136, stk. 2, om straf for billigelse af forbrydelser omhandlet i kapitel 12 eller 13. 

Det foreslås, at loven træder i kraft dagen efter bekendtgørelsen i Lovtidende.
"
