afstemningid,sag_titel,sag_titel_en,dato
9189,Forslag til lov om fravigelse fra obligatorisk digital selvbetjening.,Proposal for a law derogating from mandatory digital self-service.,2023-05-25 00:00:00
9190,Forslag til lov om ændring af lov om videreanvendelse af den offentlige sektors informationer. (Indskrænkning af lovens anvendelsesområde i henhold til åbne data-direktivet).,Proposal for a law amending the law on the re-use of public sector information.,2023-05-25 00:00:00
9191,Forslag til lov for Færøerne om gennemførelse af restriktive foranstaltninger over for Rusland og Belarus.,Proposal for a law for the Faroe Islands implementing restrictive measures against Russia and Belarus.,2023-05-25 00:00:00
9192,Forslag til lov om ændring af lov om salg og markedsføring af lattergas til forbrugere og lov om markedsføring. (Skærpelse af regler om markedsføring af lattergas til beruselse og indførelse af mulighed for fængselsstraf).,Proposal for a law amending the Law on the sale and marketing of nitrous oxide to consumers and the Law on the Marketing.,2023-05-25 00:00:00
9193,Forslag til lov om ændring af lov om formidling af fast ejendom m.v. og lov om juridisk rådgivning. (Indførelse af regler for køberformidling og skærpelse af sanktionsmulighederne for Disciplinærnævnet for Ejendomsmæglere).,"Proposal for a law amending the law on the dissemination of real estate, etc. and the law on legal advice.",2023-05-25 00:00:00
9194,Forslag til lov om ændring af lov om erhvervsfremme og lov om dansk turisme. (Regulering af det nationale standardiseringsorgan i Danmark og udpegninger til Det Nationale Turismeforum og Dansk Turismes Advisoryboard).,Proposal for a law amending the Law on Business Promotion and the Act on Danish Tourism. (Regulation of the National Standards Agency in Denmark and designations for the National Tourism Forum and the Danish Tourism Advisoryboard).,2023-05-25 00:00:00
9207,"Forslag til lov om ændring af lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed, sundhedsloven og lov om klage- og erstatningsadgang inden for sundhedsvæsenet. (Skærpet straf ved ulovlige omskæringer af drengebørn, ændring af sundhedspersoners rapporteringspligt i forbindelse med utilsigtede hændelser og ophævelse af Styrelsen for Patientklagers pligt til at udgive en årsberetning).

","Proposal for a law amending the Law on the Authorisation of Health Careers and on Healthcare, Health and Access to Complaints and Compensation in Health Care. (Severe penalty for illegal genital mutilation of male children, change of reporting obligations of health professionals in the event of accidental incidents and termination of the Board of Patient Complaints' obligation to publish an annual report).",2023-05-30 00:00:00
9208,"Forslag til lov om ændring af partiregnskabsloven og partistøtteloven. (Nye bundgrænser for offentlig partistøtte og anordningshjemmel til ikraftsættelse af partistøtteloven for Færøerne m.v.).

",Proposal for a law amending the Party Accounts Act and the Party Support Act.,2023-05-30 00:00:00
9209,Forslag til lov om undersøgelse af beslutningen om hjemsendelse af ledende medarbejdere i Forsvarets Efterretningstjeneste.,Draft law on the investigation of the resolution on the repatriation of senior staff in the Defence Intelligence Service.,2023-05-30 00:00:00
9210,Forslag til ejendomsskattelov.,Draft property tax law.,2023-05-30 00:00:00
9211,"Forslag til lov om ændring af kildeskatteloven, lov om kommunal indkomstskat, ejendomsvurderingsloven og forskellige andre love. (Opkrævning og inddrivelse af grundskyld og dækningsafgift m.v., statens afregning af grundskyld og dækningsafgift til kommunerne, foreløbige vurderinger som midlertidigt beskatningsgrundlag i 2024 og 2025, forenkling af ejendomsvurderingerne for 2024 og 2025, udvidelse af antallet af dommere i Landsskatteretten m.v.).","Draft law amending the Law on withholding tax, the Law on municipal income tax, the Property Assessment Act and various other laws. (Collection and recovery of land and cover tax, etc., State settlement of land and cover tax to municipalities, interim assessments as a temporary tax base in 2024 and 2025, simplification of the property valuations for 2024 and 2025, extension of the number of judges in the National Tax Court, etc.).",2023-05-30 00:00:00
9212,Forslag til lov om ændring af jernbaneloven og lov om DSB. (Revision af visse regler på jernbaneområdet).,Proposal for a law amending the Railway Act and the DSB Act (Revision of certain rules in the field of railways).,2023-05-30 10:00:00
9258,Forslag til lov om ændring af lov for Grønland om kapitalkrav og tilsynsmæssige krav for kreditinstitutter og investeringsselskaber. (Gennemførelse for Grønland af visse ændringsforordninger til forordning (EU) nr. 575/2013 om tilsynsmæssige krav til kreditinstitutter og investeringsselskaber).,Proposal for a law amending the law for Greenland on capital requirements and prudential requirements for credit institutions and investment firms. (Implementation for Greenland of certain amendments to Regulation (EU) No 575/2013 on prudential requirements for credit institutions and investment firms).,2023-06-01 00:00:00
9259,"Forslag til lov om forsikringsvirksomhed i tværgående pensionskasser, livsforsikringsselskaber og skadesforsikringsselskaber m.v. (lov om forsikringsvirksomhed).","Proposal for a law on insurance activities in cross-border pension funds, life insurance companies and non-life insurance companies etc. (Act on Insurance).",2023-06-01 00:00:00
9260,Forslag til lov om ændring af årsregnskabsloven. (Implementering af Europa-Parlamentets og Rådets direktiv (EU) 2021/2101 for så vidt angår offentliggørelse af selskabsskatteoplysninger for visse virksomheder og filialer m.v.).,"Proposal for a law amending the Financial Statements Act. (Implementation of Directive (EU) 2021/2101 of the European Parliament and of the Council as regards disclosure of corporate tax information for certain companies and branches, etc.).",2023-06-01 00:00:00
9261,"Forslag til lov om ændring af kildeskatteloven, selskabsskatteloven, kulbrinteskatteloven og ligningsloven. (Indførelse af begrænset skattepligt ved udøvelse af visse aktiviteter i Danmarks eksklusive økonomiske zone, anvendelse af kulbrinteanlæg m.v. i forbindelse med lagring af CO2 og ændring af listen over lande, der er omfattet af defensive foranstaltninger).","Proposal for a law amending the withholding tax law, the corporation tax law, the hydrocarbon tax law and the law on equations.",2023-06-01 00:00:00
9262,Forslag til lov om vejafgift.,Proposal for a law on tolls.,2023-06-01 00:00:00
9263,"Forslag til lov om ændring af momsloven, chokoladeafgiftsloven, skattekontrolloven og forskellige andre love og om ophævelse af lov om ændring af momsloven. (Indberetning af betalingsoplysninger til bekæmpelse af grænseoverskridende momssvig, omvendt betalingspligt for teleydelser, notifikationsordning i visse afgiftslove, ændring af regler om ansvarsfrihed, tydeliggørelse af praksis om skærpede bøder, oplysningspligt i forbindelse med delvis momsfradragsret, justering af regler om udtagning, fritagelse for lønsumsafgift på energivirksomheders aktiviteter vedrørende indefrysning i forbindelse med indefrysningsordning for høje energiregninger, ændring af regler om kompetence til opkrævning af visse underholdsbidrag m.v.).","Proposal for a law amending the VAT Act, the Chocolate Tax Act, the Tax Control Act and various other laws and repealing the Law amending the VAT Act.",2023-06-01 00:00:00
9264,Forslag til lov om ændring af lov om vagtvirksomhed. (Etablering af en forsøgsordning med kommunale tryghedsvagter m.v.).,Draft law amending the law on watchkeeping. (Establishment of an experimental scheme with municipal security guards etc.).,2023-06-01 00:00:00
9265,Forslag til lov om ændring af lov om sikkerhed ved bestemte idrætsbegivenheder. (Styrket indsats mod hooliganisme).,Proposal for a law amending the law on safety at certain sporting events. (Strengthened action against hooliganism).,2023-06-01 00:00:00
9266,"Forslag til lov om ændring af lov om indsamling m.v. (Ændring af Indsamlingsnævnets sammensætning, øgede kontrolmuligheder m.v.).","Draft law amending the law on collection, etc. (Changing the composition of the Collection Board, increasing the scope for control, etc.).",2023-06-01 00:00:00
9267,Forslag til lov om Kulturens Analyseinstitut.,Draft law on the Cultural Institute of Analysis.,2023-06-01 00:00:00
9268,"Forslag til lov om ændring af lov om videregående kunstneriske uddannelsesinstitutioner under Kulturministeriet, lov om scenekunst og lov om Statens Kunstfonds virksomhed. (Ny styringsform på institutionerne, udpegning til Det Kongelige Teaters bestyrelse og digitale ansøgninger).","Proposal for a law amending the Law on higher artistic education institutions under the Ministry of Culture, the Act on Performing Arts and the Act on the Activities of the Danish Arts Foundation. (New form of governance at the institutions, appointment to the Royal Theatre Board and digital applications).",2023-06-01 00:00:00
9269,Forslag til lov om ændring af lov om ophavsret. (Gennemførelse af dele af direktiv om ophavsret og beslægtede rettigheder på det digitale indre marked).,Proposal for a Law amending the Law on Copyright (Implementation of parts of the Directive on Copyright and Related Rights in the Digital Internal Market).,2023-06-01 00:00:00
9270,Forslag til lov om ændring af lov om arbejdsløshedsforsikring m.v. (Fritagelse for fradrag i efterløn for arbejde i sundhedsvæsenet i 2023 og 2024).,"Proposal for a Law amending the Law on Unemployment Insurance, etc. (Removal of pre-retirement allowances for health workers in 2023 and 2024).",2023-06-01 00:00:00
9272,Forslag til lov om ændring af lov om tobaksvarer m.v. og forskellige andre love. (Implementering af dele af delegeret direktiv vedrørende opvarmede tobaksvarer m.v.).,"Proposal for a Law amending the Law on Tobacco Products, etc. and various other laws (Implementation of parts of the Delegated Directive on Heated Tobacco, etc.).",2023-06-01 00:00:00
9273,"Forslag til lov om ændring af lov om etablering og benyttelse af en rørledning til transport af råolie og kondensat, lov om kontinentalsoklen og visse rørledningsanlæg på søterritoriet og lov om anvendelse af Danmarks undergrund. (Godkendelse af ændringer og afvikling af rørledningen, krav om effektiv drift, gennemførelse af direktiver om naturbeskyttelse, bemyndigelse vedrørende forbud mod rutinemæssig afbrænding af kulbrinter, tilladelse til forundersøgelser for visse rørledningsanlæg m.v.).","Proposal for a law amending the law on the establishment and use of a pipeline for the transport of crude oil and condensate, law on the continental shelf and certain marine pipeline installations and the law on the use of Denmark's subsoil.",2023-06-01 00:00:00
9274,"Forslag til lov om ændring af lov om velfærdsaftaler på ældreområdet. (Justering af skriftlighedskrav og mulighed for forsøg med selvvisitation til tilbud, der træder i stedet for madservice).",Proposal for a law amending the law on welfare agreements in the area of the elderly. (Adjustment of written requirements and possibility of self-visitation for services replacing food services).,2023-06-01 00:00:00
9275,Forslag til lov om ændring af lov om social service. (Genindførelse af ordning med obligatorisk opfølgnings- og læringsforløb efter påbud fra Styrelsen for Patientsikkerheds Ældretilsyn).,Proposal for a law amending the Social Services Act.,2023-06-01 00:00:00
9276,Forslag til lov om ændring af lov om almene boliger m.v. og lov om leje af almene boliger. (Tilskud til midlertidig huslejenedsættelse i visse almene boligafdelinger).,Proposal for a law amending the General Housing Act and the General Housing Act. (Subsidies for temporary rent reduction in certain general housing sections).,2023-06-01 00:00:00
9277,Forslag til lov om ændring af lov om forsøg med et socialt frikort. (Forlængelse af forsøg med et socialt frikort og forhøjelse af beløbsgrænsen).,Proposal for a law amending the Law on Social Free Card Trials.,2023-06-01 00:00:00
9278,Forslag til lov om ændring af lov om social service. (Ophævelse af aldersgrænsen og dispensationsadgangen i ordningen med kontant tilskud til ansættelse af hjælpere til overvågning og støtte i forbindelse hermed om natten).,Proposal for a law amending the Social Services Act.,2023-06-01 00:00:00
9301,Forslag til lov om opsigelse af dobbeltbeskatningsoverenskomst mellem Danmark og Rusland og gennemførelse af defensive foranstaltninger mod Rusland.,Proposal for a law on the termination of the double taxation agreement between Denmark and Russia and the implementation of defensive measures against Russia.,2023-06-02 00:00:00
9302,Forslag til lov om ændring af lov om ungdomsuddannelse for unge med særlige behov. (Flere rettigheder og bedre tilrettelæggelse af særligt tilrettelagt ungdomsuddannelse m.v.).,"Proposal for a law amending the law on youth training for young people with special needs. (More rights and better organisation of specially organized youth education, etc.).",2023-06-02 00:00:00
9303,"Forslag til lov om ændring af lov om miljøbeskyttelse, lov om varmeforsyning, lov om elforsyning og selskabsskatteloven. (Ny organisering af affaldsforbrændingssektoren og konkurrenceudsættelse af forbrændingsegnet affald).","Proposal for a law amending the Law on the Protection of the Environment, the Law on Heat Supply, the Law on Electricity Supply and the Corporate Tax Act. (New organisation of the waste incineration sector and competition exposure of waste suitable for incineration).",2023-06-02 09:00:00
9304,"Forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats, lov om sygedagpenge og barselsloven. (Genindførelse af ret til uddannelsesløft med forhøjet dagpengesats på 110 pct. i 2023).","Proposal for a law amending the Act on active employment, the Law on sickness benefits and the Law on maternity leave.",2023-06-02 00:00:00
9305,"Forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats, lov om organisering og understøttelse af beskæftigelsesindsatsen m.v., lov om arbejdsløshedsforsikring m.v. og lov om aktiv socialpolitik. (Øget ansvar til arbejdsløshedskasser for kontaktforløbet i de første 3 måneder, et forenklet kontaktforløb m.v., permanentgørelse af forsøg om jobrettet indsats til unge, forenkling af krav til vejledning m.v.).","Proposal for a law amending the Act on active employment, the Law on the organisation and support of employment, etc., the Law on unemployment insurance, etc., and the Act on active social policy. (Increased responsibility for contacting unemployment funds for the first 3 months, a simplified contact process, etc., permanentisation of attempts to work for young people, simplification of guidance requirements, etc.).",2023-06-02 00:00:00
9306,Forslag til lov om ændring af lov om likviditetslån m.v. i forbindelse med indefrysningsordning for høje energiregninger og til energiintensive virksomheder m.v. (Justering af likviditetslåneordningen).,"Proposal for a law amending the Law on liquidity loans, etc. in the context of the freezing scheme for high energy bills and for energy-intensive enterprises, etc. (Adjustment of the liquidity loan scheme).",2023-06-02 09:00:00
9307,"Forslag til lov om ændring af investeringsscreeningsloven og lov om Klagenævnet for Udbud. (Udvidet screening af kontrakter vedrørende etablering, medejerskab og drift af energiøen i Nordsøen, udvidelse af Klagenævnet for Udbuds kompetence og indførelse af bemyndigelsesbestemmelse vedrørende administration af EU’s økonomiske sanktioner over for tredjelande vedrørende offentlige kontrakter).","Proposal for a law amending the Investment Screening Act and Law on the Board of Appeal for Procurement. (Extend screening of contracts for the establishment, co-ownership and operation of the energy island in the North Sea, extension of the Board of Appeal for the competence of the Procurement Board and introduction of authorisation for the administration of the EU financial sanctions against third countries in the field of public procurement).",2023-06-02 09:00:00
9308,Forslag til barnets lov.,Suggested child's law.,2023-06-02 09:00:00
9309,"Forslag til lov om ændring af lov om social service, lov om retssikkerhed og administration på det sociale område og forskellige andre love. (Ændringer som følge af barnets lov, initiativret for adopterede børn, adoption uden samtykke fra fødslen, samvær med børn på kvindekrisecentre m.v. og fasttrack for godkendelse af plejefamilier m.v.).","Draft law amending the law on social services, the law on legal certainty and administration in the social field and various other laws (changes arising from the child's law, right of initiative for adopted children, adoption without consent from birth, association with children at women's crisis centres, etc., and fasttrack for the approval of foster families, etc.).",2023-06-02 09:00:00
9310,"Forslag til lov om ændring af lov om retssikkerhed og administration på det sociale område, lov om social service og forskellige andre love. (Handlekommune for børn, der hjælpes tilbage til Danmark af danske myndigheder, og for børn, hvis forældre er i udlandet, ensretning af begrebsbrug, nødvendige ændringer i handlekommunereglerne som følge af barnets lov m.v.).","Proposal for a law amending the law on legal certainty and administration in the social field, the law on social services and various other laws.",2023-06-02 09:00:00
9311,"Forslag til lov om ændring af sundhedsloven og lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed. (Rammer for en national kvalitetsplan for det nære sundhedsvæsen, smidiggørelse af regler for etablering og drift af regionsklinikker, mulighed for særligt vederlag til læger i områder med lægemangel og regler om fordeling af uddannelsesforløb i speciallægeuddannelsen).

","Proposal for a Law amending the Law on Health and the Law on the Authorisation of Health Professionals and Health Services. (Retails for a national quality plan for the near health care, flexibility of rules for the establishment and operation of regional clinics, special allowance for doctors in areas of medical shortage and rules on the distribution of training courses in specialist training).",2023-06-02 09:00:00
9312,Forslag til lov om ændring af lov om godskørsel. (Gennemførelse af ændring af udlejningsdirektivet).,Proposal for a law amending the law on the carriage of goods. (Implementation of amendments to the rental directive).,2023-06-02 09:00:00
9315,Forslag til lov om indfødsrets meddelelse.,Draft law on the notification of citizenship.,2023-06-02 00:00:00
9361,Forslag til lov om supplerende bestemmelser til Europa-Parlamentets og Rådets forordning om digitale markeder.,Proposal for a law supplementing the regulation of the European Parliament and of the Council on digital markets.,2023-11-21 00:00:00
9362,"Forslag til lov om ændring af lov om realkreditlån og realkreditobligationer, lov om finansiel virksomhed og forskellige andre love. (Realkreditbelåning af havvindmøller, styrkelse af Finanstilsynets tilsynsbeføjelser og dækning af motoransvarsforsikringer hos Garantifonden for skadesforsikringsselskaber m.v.).","Proposal for a law amending the law on mortgage loans and mortgage bonds, the law on financial activities and various other laws. (Realcredit lending of offshore wind turbines, strengthening the supervisory powers of the FSA and covering motor liability insurance with the Guarantee Fund for non-life insurance companies, etc.).",2023-11-21 00:00:00
9363,Forslag til lov om kreditservicevirksomheder og kreditkøbere.,Draft law on credit service companies and credit buyers.,2023-11-21 00:00:00
9364,"Forslag til lov om ændring af lov om midlertidig opholdstilladelse til personer, der i Afghanistan har bistået danske myndigheder m.v. (Forlængelse af Afghanistansærloven).","Proposal for a law amending the law on temporary residence permits for persons who have assisted Danish authorities in Afghanistan, etc. (Extension of the Afghanistan Special Act).",2023-11-21 00:00:00
9367,"Forslag til lov om ændring af aktiesparekontoloven, aktieavancebeskatningsloven, ligningsloven og forskellige andre love. (Forhøjelse af loftet for indskud på aktiesparekontoen, ændret status for aktier optaget til handel på en multilateral handelsfacilitet, diverse justeringer af reglerne vedrørende investeringsinstitutter, justering af visse indberetningsregler m.v.).","Proposal for a law amending the Share Savings Account Act, the Share Advance Tax Act, the Equalisation Act and various other laws. (Increase of the cap on deposits in the Share Savings Account, changed the status of shares admitted to trading on a multilateral trading facility, miscellaneous adjustments to the rules on UCITS, adjustments to certain reporting rules, etc.).",2023-11-23 00:00:00
9368,Forslag til lov om gennemførelse af dobbeltbeskatningsoverenskomst mellem Kongeriget Danmark og Den Demokratiske Folkerepublik Algeriet.,Proposal for a law on the implementation of the double taxation agreement between the Kingdom of Denmark and the People's Democratic Republic of Algeria.,2023-11-23 00:00:00
9369,"Forslag til lov om ændring af personskatteloven, pensionsbeskatningsloven og forskellige andre love. (Forhøjelse af personfradraget for personer under 18 år og klare regler for bevarelse af lavere pensionsudbetalingsalder m.v.).","Proposal for a law amending the Personal Tax Act, the Pension Tax Act and various other laws.",2023-11-23 00:00:00
9370,"Forslag til lov om ændring af lov om inddrivelse af gæld til det offentlige, kildeskatteloven, opkrævningsloven og skatteforvaltningsloven. (Gennemførelse af aftale om initiativer til effektiv opkrævning og gældsinddrivelse i skattevæsenet m.v.).","Proposal for a Law amending the Law on the Recovery of Debts to the Government, the withholding tax Act, the Collection Act and the Tax Administration Act. (Implementation of the Agreement on the Effective Collection and Recovery of Debts in the Tax Service, etc.).",2023-11-23 00:00:00
9371,Forslag til lov om ændring af lov om inddrivelse af gæld til det offentlige. (Tværgående lønindeholdelse for fordringer fra flere inddrivelsessystemer m.v.).,Proposal for a law amending the law on the recovery of public debt.,2023-11-23 00:00:00
9372,Forslag til lov om ændring af udleveringsloven. (Ændring af kompetencen i sager vedrørende anmodning om samtykke til yderligere strafforfølgning).,Draft law amending the extradition law. (Changing jurisdiction in cases relating to the request for consent to further criminal proceedings).,2023-11-23 00:00:00
9373,Forslag til lov om ændring af lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v. og lov om institutioner for erhvervsrettet uddannelse. (Afskaffelse af forældreindkomst som kriterium for elevfordeling m.v.).,"Draft law amending the law on institutions for general upper secondary education and general adult education, etc., and the law on institutions for vocational education and training (abolition of parental income as a criterion for the distribution of pupils, etc.).",2023-11-23 10:00:00
9381,Forslag til lov om ændring af byggeloven. (Undtagelse fra kundgørelse af tekniske specifikationer i Lovtidende m.v.).,Draft law amending the Building Act. (Exclusion from the publication of technical specifications in the Official Journal etc.).,2023-11-28 00:00:00
9382,"Forslag til lov om ændring af lov om hold af dyr, dyrevelfærdsloven, lov om dyrlæger, lov om dyreforsøg og lov om foderstoffer. (Indarbejdelse af tekstanmærkninger og delegation af sagsforberedelse til private fysiske eller juridiske personer).","Proposal for a law amending the law on animal welfare, animal welfare law, veterinary law, animal testing and animal feed law. (Provision of text notes and delegation of case preparation to private natural or legal persons).",2023-11-28 00:00:00
9383,Forslag til lov om ændring af lov om dyrlæger. (Ændringer som følge af etablering af veterinæruddannelse ved Aarhus Universitet).,Draft law amending the law on veterinary surgeons (Amendments resulting from the establishment of veterinary education at Aarhus University).,2023-11-28 00:00:00
9384,"Forslag til lov om ændring af sundhedsloven. (Bedre digital forældreadgang til børns helbredsoplysninger, indhentning og videregivelse af helbredsoplysninger og andre fortrolige oplysninger og etablering af et nævn for sundhedsapps).","Proposal for a law amending the Health Act. (Better digital parental access to children's health information, obtaining and transmitting health information and other confidential information and establishing a health app board).",2023-11-28 00:00:00
9390,"Forslag til lov om ændring af lov om en indefrysningsordning for høje energiregninger, lov om likviditetslån m.v. i forbindelse med indefrysningsordning for høje energiregninger og til energiintensive virksomheder m.v. og lov om Forsyningstilsynet. (Ændring af administrationsmodel for indefrysningsordningen og præcisering af Forsyningstilsynets opgavevaretagelse).","Proposal for a law amending the law on a freezing system for high energy bills, the law on liquidity loans, etc., in the context of the freezing system for high energy bills and for energy-intensive companies, etc., and the Law on Supply Control (change of administrative model for the freezing system and clarification of the task of the Supply Inspectorate).",2023-11-30 00:00:00
9391,Forslag til lov om ændring af lov om udstykning og anden registrering i matriklen og lov om tinglysning. (Gennemførelse af de resterende dele af grunddataprogrammets delaftale 1 og tilpasninger i forhold til Danmarks eksklusive økonomiske zone).,Proposal for a law amending the law on the deletion and other registration in the register and the law on registration. (Implementation of the remaining parts of the basic data programme's sub-agreement 1 and adjustments to Denmark's exclusive economic zone).,2023-11-30 00:00:00
9392,"Forslag til lov om ændring af lov om radioudstyr og elektromagnetiske forhold, lov om elektroniske kommunikationsnet og -tjenester, lov om etablering og fælles udnyttelse af master til radiokommunikationsformål og udnyttelse af infrastruktur til opsætning af trådløse adgangspunkter med lille rækkevidde m.v. og lov om fremme af effektiv energianvendelse og drivhusgasreduktion. (Universalopladere til mobiltelefoner m.v., regler om kommunal støtte til bredbåndsudrulning, indhentning af oplysninger om elforbrug og indberetning af oplysninger om datacentres energimæssige ydeevne m.v.).","Proposal for a law amending the law on radio equipment and electromagnetic conditions, law on electronic communications networks and services, law on the establishment and joint use of masters for radio communications purposes and the use of infrastructure for setting up low-range wireless access points, etc., and law on the promotion of efficient energy use and greenhouse gas reduction. (Universal chargers for mobile phones, etc., rules on municipal support for broadband deployment, collection of information on electricity consumption and reporting on the energy performance of data centres, etc.).",2023-11-30 00:00:00
9393,"Forslag til lov om ændring af lov om MitID og NemLog-in. (Ret til anvendelse af MitID-løsningen og NemLog-in til autentifikation i interne it-systemer og mulighed for tilslutning til MitID-løsningen for juridiske enheder, som er registreret i et andet EU-/EØS-land).",Draft law amending the law on MitID and NemLog-in. (Right to use the MitID solution and NemLog-in for authentication in internal IT systems and possibility of connecting to the MitID solution for legal entities registered in another EU/EEA country).,2023-11-30 00:00:00
9394,Forslag til lov om ændring af lov om videregående uddannelse (videreuddannelsessystemet) for voksne. (Ændring af ordning for certificering af uddannelseselementer som led i en offentlig lederuddannelse på diplomniveau).,Proposal for a law amending the law on higher education (the continuing training system) for adults.,2023-11-30 00:00:00
9395,Forslag til lov om ændring af taxiloven. (Mulighed for at undtage visse øer fra lovens anvendelsesområde).,Proposal for a law amending the Taxi Code.,2023-11-30 00:00:00
9396,"Forslag til lov om ændring af lov om private fællesveje, lov om letbane på Ring 3 og lov om anlæg af en ny Storstrømsbro og nedrivning af den eksisterende Storstrømsbro. (Etablering af en tilladelsesordning for ledninger, kabler og tilbehør i private fællesveje på landet og tilpasning af visse anlægslove til VVM-direktivet og naturbeskyttelsesdirektiverne).","Proposal for a law amending the Law on Private Common Roads, the Law on Light Rail on Ring 3 and the Law on the Construction of a New Storstrøm Bridge and the demolition of the existing Storstrøm Bridge.",2023-11-30 00:00:00
9397,"Forslag til lov om udbygning af motorvej E20/E45 ved Kolding, anlæg af Kalundborgmotorvejens tredje etape og udbygning af rute 15, Ringkøbing-Herning.","Proposal for a law on the extension of the E20/E45 motorway at Kolding, construction of the third stage of the Kalundborg motorway and extension of route 15, Ringkøbing-Herning.",2023-11-30 00:00:00
9398,Forslag til lov om ændring af færdselsloven. (Forsøg med dobbelttrailervogntog).,Proposal for a law amending the Road Traffic Code.,2023-11-30 00:00:00
9399,"Forslag til lov om rammerne for arealanvendelsen i Københavns Lufthavn, Kastrup.","Draft law on the framework for land use at Copenhagen Airport, Kastrup.",2023-11-30 00:00:00
9400,"Forslag til lov om ændring af lov om luftfart. (Luftfartøjers adgang til luftfart inden for dansk område, delegation til private af visse opgaver på droneområdet og ændring af rammerne for Havarikommissionen for Civil Luftfart og Jernbanes undersøgelser m.v.).","Proposal for a law amending the Law on Air Transport. (Access to air transport by air vessels in Danish territory, delegation to private individuals of certain tasks in the drone field and amendment of the framework of the Maritime Commission for Civil Aviation and Railway Studies, etc.).",2023-11-30 00:00:00
9401,Forslag til lov om ændring af lov om trafikselskaber. (10-årige rutekørselstilladelser til nulemissionsbusser).,Proposal for a law amending the law on road transport companies (10-year regular service permits for zero-emission buses).,2023-11-30 00:00:00
9402,"Forslag til lov om ændring af postloven, lov om Post Danmark A/S og lov om Det Centrale Personregister. (Rammer for den fremtidige postbefordring).","Proposal for a law amending the Postal Code, the Post Danmark Act and the Central Personal Register Act.",2023-11-30 00:00:00
9403,"Forslag til lov om ændring af lov om Arbejdsmarkedets Tillægspension og forskellige andre love. (Fælles opkrævning af arbejdsgiverbidrag, udvidet bemyndigelse til at fastsætte regler om modregningsadgang, nationale særregler for behandling af personoplysninger m.v.).","Proposal for a law amending the Labour Market Supplementary Pensions Act and various other laws. (Common collection of employers' contributions, extended powers to lay down rules on access to set-off, national special rules for the processing of personal data, etc.).",2023-11-30 00:00:00
9404,Forslag til lov om behandlings- og specialundervisningstilbud til børn og unge.,Proposal for a law on treatment and special education services for children and young people.,2023-11-30 00:00:00
9405,"Forslag til lov om ændring af lov om folkeskolen, barnets lov, lov om socialtilsyn og forskellige andre love. (Styrkelse af undervisningen for anbragte og udsatte børn og unge m.v.).","Draft law amending the law on primary school, the child's law, the law on social security and various other laws. (Strengthening of education for children and young people, etc.).",2023-11-30 00:00:00
9406,Forslag til lov om ændring af dagtilbudsloven. (Bedre mulighed for udsat skolestart).,Proposal for a law amending the day-to-day provision law. (Better opportunity for exposed school startup).,2023-11-30 00:00:00
9407,Forslag til lov om ændring af lov om folkeskolen. (Sænkelse af klasseloftet i børnehaveklassen og på 1. og 2. klassetrin).,Proposal for a law amending the law on primary school.,2023-11-30 00:00:00
9408,"Forslag til lov om ændring af lov om Arbejdsgivernes Uddannelsesbidrag og lov om erhvervsuddannelser. (Justering af fleksibelt uddannelsesbidrag og aktivitetsafhængigt veu-bidrag for 2024, fastsættelse af modelparametre for erhvervsuddannelser til brug for beregning af lærepladsafhængigt arbejdsgiverbidrag for 2024, afskaffelse af færdiggørelsestaxameter på grundforløbet m.v.).",Proposal for a law amending the Law on Employers' Educational Contributions and the Law on Vocational Training.,2023-11-30 00:00:00
9434,Forslag til lov om en ekstraskat for visse koncernenheder (minimumsbeskatningsloven).,Draft law providing for an extra tax for certain group entities (minimum tax law).,2023-12-07 00:00:00
9436,"Forslag til lov om ændring af udlændingeloven, lov om midlertidig opholdstilladelse til personer, der er fordrevet fra Ukraine, og hjemrejseloven. (Styrkelse af udlændingemyndighedernes og politiets værktøjer til kontrol af udlændinges indrejse og ophold i Danmark).","Proposal for a law amending the Aliens Act, law on temporary residence permits for displaced persons from Ukraine, and the Return Travel Act. (Strengthening of alien authorities and police tools for controlling the entry and residence of foreigners in Denmark).",2023-12-07 00:00:00
9437,Forslag til lov om ændring af lov om arbejdsskadesikring og forskellige andre love. (Et forbedret arbejdsskadesystem og lettere adgang til erstatning i forbindelse med vold på arbejdspladsen).,Proposal for a law amending the law on occupational injury insurance and various other laws. (An improved occupational injury system and easier access to compensation in connection with violence at work).,2023-12-07 00:00:00
9438,"Forslag til lov om ændring af lov om arbejdsmiljø, lov om
arbejdsskadesikring og udlændingeloven. (Udmøntning af dele af aftale om en fremtidssikret arbejdsmiljøindsats og indsats mod social dumping, aftale om initiativer på asbestområdet og anbefalinger fra det midlertidige AMO-udvalg m.v.).","Proposal for a law amending the Law on the Working Environment, the Law on Occupational Injury Protection and the Law on Aliens (implementation of parts of the agreement on future safety and health measures and action against social dumping, agreement on initiatives in the field of asbestos and recommendations by the Temporary AMO Committee, etc.).",2023-12-07 00:00:00
